Region_of_Residence,Age,Gender,Monthly_Grocery_Budget,Employment_Status,HH_Income,Total_Kids_inHH,Number_Stores_ShoppedAtPast4Weeks,Year,DemoWeight,BANNER_KEY,BANNER_ShareOfWallet,BANNER_InStoreVisits,BANNER_DeliveryVisits,BANNER_PickUpVisits,BANNER_Recommend,BANNER_Trust,BANNER_UsefulInfo,BANNER_DiscountsCouponsRelevance,BANNER_RightVarietyofProducts,BANNER_QualityProducts,BANNER_CheckOut,BANNER_Staff,BANNER_CleanStore,BANNER_Rewards,BANNER_Location,BANNER_SpeedofShop,BANNER_OnlineShopping,BANNER_OneStopShop,BANNER_OutofStocks,BANNER_NaturalOrganicVariety,BANNER_NewDifferentVariety,BANNER_Fun,BANNER_LocalVariety,BANNER_CommunityConnection,BANNER_BasePrices,BANNER_Tech,BANNER_Advertising,BANNER_BetterForYou,BANNER_LoyaltySaves,BANNER_PrivateBrandSaves,BANNER_DiscountPrevalence,BANNER_DiscountDepth,BANNER_Sustainability,BANNER_Employees,BANNER_Values
3,4,2,200,1,2,1,5,2022,.787,3,20,4,0,0,5,5, ,1,3,5,5,5,5,3,5,5,1,1,4,4,5, ,1,5,5,2,5,5,1,5,1,5,5,4,1
3,4,2,200,1,2,1,5,2022,.787,14,10,2,0,0,4,5, ,3,4,5,5,5,5,5,5,5,4,4,4,3,3, ,5,4,2,3,5,5,4,4,3,3,3,3,1
2,6,2,100,1,2,1,4,2022,.713,8,20,2,0,0,5,5, ,5,5,5,5,4,5,4,5,5,5,5,4,5,5, ,5,5,3,5,4,5,4,5,5,5,5,5,5
3,4,2,100,1,2,1,18,2022,.703,14, ,1,0,5,3,3, ,1,5,3,5,5,3,3,1,5,3,3,3,1,1, ,1,5,1,5,3,1,3,1,1,5,1,5,3
3,7,2,200,4,2,1,6,2022,.53,15,10,2,0,0,4,4, ,3,4,3,4,3,4,3,4,4,3,3,4,4,4, ,4,3,3,3,3,3,3,3,3,3,3,3,3
3,6,2,450,1,2,1,4,2022,.96,2,65,20,0,0,5,5, ,1,4,3,1,1,3,4,5,2,3,4,1,3,4, ,1,3,1,4,1,4,1,4,1,3,3,3,3
3,5,2,400,6,1,2,4,2022,1.214,9,10,1,0,0,3,3, ,4,5,4,4,5,5,4,5,1,5,4,2,3,4, ,3,3,4,4,4,3,4,4,3,3,4,5,5
4,3,2,400,2,5,1,2,2022,1.222,43,100,5,0,0,4,4, ,4,3,3,2,3,2,4,4,3,2,4,3,3,3, ,2,2,4,3,4,4,4,3,4,4,2,3,3
3,7,2,250,6,1,2,3,2022,.684,61,80,3,0,0,5,5, ,4,4,3,5,5,4,3,5,5,5,5,1,3,4, ,3,5,5,3,3,3,3,5,5,5,3,3,3
2,6,2,400,5,2,1,3,2022,.622,61,80,2,2,0,5,5, ,3,4,3,3,3,5,1,5,4,5,5,5,3,4, ,1,3,3,5,5,2,3,5,4,3,3,2,3
1,6,2,500,1,4,3,5,2022,.924,8,30,3,0,2,5,4, ,4,4,4,3,4,5,4,3,3,4,3,4,4,4, ,4,4,4,4,5,3,4,5,4,4,3,4,4
3,3,2,1500,2,4,2,6,2022,1.426,10,3,5,1,0,5,3, ,3,2,3,4,4,4,4,2,2,3,4,3,5,4, ,3,3,3,3,4,2,3,4,2,4,2,5,4
3,6,2,550,2,6,1,3,2022,2.116,3,10,3,0,0,4,5, ,2,3,4,5,4,5,2,2,3,2,2,4,4,3, ,2,3,3,3,3,4,2,3,3,3,3,4,3
4,2,2,130,2,2,1,4,2022,.84,10,5,1,0,0,4,4, ,4,4,4,3,4,4,3,3,4,4,2,2,3,4, ,3,3,4,3,4,4,3,4,4,3,3,4,4
4,2,2,130,2,2,1,4,2022,.84,13, ,1,0,0,3,4, ,2,4,4,4,3,4,2,3,4,2,4,2,3,3, ,3,4,4,3,4,3,3,3,2,3,3,3,3
4,4,2,400,5,2,6,6,2022,.383,16,10,5,0,0,5,5, ,4,5,4,4,4,5,5,4,3,5,3,5,5,4, ,4,3,3,4,3,4,5,5,4,4,3,4,3
2,6,2,400,6,2,1,4,2022,.622,31,35,20,0,0,5,5, ,3,4,3,4,4,4,4,4,5,3,5,2,4,4, ,3,5,2,3,4,1,3,4,3,5,3,1,1
3,6,2,500,1,7,1,3,2022,3.312,4,10,3,2,1,5,5, ,4,4,4,4,4,4,4,5,4,5,4,1,4,5, ,3,3,5,5,4,4,5,4,5,5,4,4,4
4,5,2,1450,1,3,3,4,2022,.57,4,10,1,0,0,5,4, ,3,4,3,5,4,3,3,3,3,5,3,4,3,5, ,3,3,4,5,3,3,1,3,3,4,4,3,5
4,6,2,250,6,2,2,4,2022,.492,10,50,3,0,0,5,5, ,3,4,5,4,3,5,1,5,3,5,3,3,5,3, ,4,5,1,5,3,3,3,3,3,3,5,3,3
4,6,2,250,6,2,2,4,2022,.492,13,30,2,0,0,5,5, ,3,4,2,4,3,3,1,5,3,5,3,3,5,3, ,4,5,1,3,5,3,3,3,3,3,3,3,3
2,5,2,450,5,3,1,5,2022,.996,4,25,5,0,0,5,5, ,5,4,5,5,4,5,5,5,5,5,5,5,4,5, ,3,3,4,5,5,4,4,4,4,5,3,3,3
2,4,2,900,1,4,3,3,2022,.886,31,70,1,0,6,5,5, ,5,3,4,4,3,3,5,3,4,5,4,5,4,3, ,3,4,3,4,5,4,5,4,4,4,3,3,3
2,4,2,900,1,4,3,3,2022,.886,61,10,2,0,0,4,4, ,1,4,1,2,2,3,1,3,4,5,4,5,3,3, ,2,2,3,4,5,4,1,4,3,4,1,1,3
3,3,2,100,2,3,1,2,2022,1.011,4,50,3,3,0,5,4, ,4,4,5,5,3,2,4,3,5,5,5,4,3,5, ,2,1,5,5,4,3,5,4,5,5,1,1,1
4,7,2,350,7,2,1,1,2022,.324,43,100,2,0,0,5,4, ,4,5,3,3,2,4,5,5,3,2,5,4,4,4, ,3,4,3,4,4,3,5,4,4,5,3,3,3
2,4,2,600,1,2,5,3,2022,1.099,4,25,2,2,0,5,5, ,5,5,5,5,1,3,5,5,5,5,1,1,2,5, ,3,3,5,5,4,5,5,4,5,5,5,5,5
3,4,2,800,1,5,2,4,2022,1.563,10,25,3,0,0,4,4, ,1,3,4,2,2,4,2,3,2,4,2,4,3,3, ,1,3,2,2,4,2,3,4,3,1,2,4,3
4,4,2,800,1,5,2,4,2022,.823,10,10,2,0,0,5,4, ,2,3,4,5,3,5,1,2,5,2,1,4,3,5, ,1,3,1,1,4,1,1,4,4,4,3,5,4
3,6,2,260,4,1,1,3,2022,1.04,4,20,1,0,0,5,5, ,3,5,5,4,4,5,3,5,3,5,3,3,4,4, ,3,5,3,4,4,4,3,3,5,5,4,3,3
3,7,2,500,4,3,1,3,2022,1.017,61,10,1,0,2,5,5, ,2,5,3,5,3,3,1,5,5,5,5,4,4,3, ,4,3,4,5,5,4,1,5,2,5,3,3,3
1,3,2,700,5,3,4,3,2022,1.265,61,20,2,0,0,3,3, ,3,5,4,2,3,4,3,3,2,5,4,2,3,3, ,1,1,2,4,3,3,3,3,4,2,3,3,3
4,4,2,900,2,2,4,4,2022,.497,4,15,6,3,0,5,5, ,4,5,4,5,3,3,4,3,4,5,5,4,3,4, ,4,4,4,3,4,3,4,5,4,4,3,4,5
1,4,2,650,7,3,1,3,2022,.77,1,70,2,4,0,5,5, ,5,5,5,5,3,5,5,5,5,5,5,3,5,4, ,4,2,4,5,5,3,5,5,5,4,3,2,3
4,5,2,800,7,1,1,3,2022,.522,16,20,2,7,0,4,4, ,4,4,4,3,3,4,3,4,3,5,5,4,5,4, ,4,4,4,4,4,4,3,4,4,4,4,3,4
2,6,2,200,2,8,1,4,2022,1.227,4,5,1,1,0,3,2, ,3,2,2,2,2,3,3,3,2,4,4,3,3,2, ,3,3,3,3,3,3,2,3,4,3,3,4,2
3,6,2,300,1,2,2,3,2022,.717,14,10,1,0,0,4,3, ,4,4,4,3,4,4,3,1,3,3,2,2,4,4, ,3,3,4,3,4,3,3,4,4,4,3,4,3
3,6,2,300,1,2,2,3,2022,.717,15,75,3,0,0,5,5, ,4,4,4,5,4,4,3,5,4,4,3,2,4,4, ,4,5,4,4,4,3,5,4,4,4,3,4,4
3,6,2,150,1,2,3,4,2022,.696,4, ,4,1,3,3,2, ,1,4,3,5,3,3,1,1,3,5,5,3,5,5, ,1,3,1,5,3,3,1,3,5,3,3,3,3
3,4,2,400,5,3,4,4,2022,.789,4,5,1,1,0,5,5, ,1,5,4,5,3,3,1,5,3,5,5,1,5,5, ,3,5,2,5,5,5,1,4,1,1,4,4,5
1,3,2,300,3,2,2,6,2022,1.127,5,15,1,1,1,5,5, ,5,5,5,4,5,5,5,5,5,5,3,4,5,5, ,1,5,4,5,1,5,3,4,5,5,4,5,4
2,3,2,300,3,2,1,2,2022,.932,61,10,2,0,0,4,3, ,2,4,3,2,3,3,1,3,3,4,5,3,3,4, ,2,2,5,4,5,3,2,5,5,4,3,1,3
4,5,2,200,1,1,1,3,2022,.396,61,70,100,0,0,5,4, ,4,4,4,4,4,4,4,5,5,3,5,4,5,4, ,3,3,5,4,5,3,5,5,4,5,3,4,4
3,6,2,500,4,2,1,2,2022,.787,31,5,1,0,0,1,1, ,5,3,1,1,1,3,1,5,3,3,5,3,3,3, ,1,5,1,3,5,3,3,3,3,1,3,3,3
1,6,2,300,4,2,1,3,2022,.779,3,10,1,0,0,4,3, ,4,2,2,4,3,4,2,4,4,3,2,4,3,2, ,2,3,4,2,4,3,2,3,4,4,3,3,3
1,6,2,300,4,2,1,3,2022,.779,7,75,4,0,0,3,3, ,4,4,4,4,3,4,2,4,4,4,2,4,4,2, ,4,4,2,2,2,3,2,4,2,2,3,3,3
3,4,2,400,1,3,2,6,2022,.877,15,80,6,0,0,4,3, ,3,3,3,4,1,3,3,3,3,3,2,1,1,3, ,2,3,3,3,5,3,3,3,3,3,3,3,3
4,3,2,350,2,3,1,8,2022,.828,5, ,1,1,0,3,5, ,3,5,5,5,5,5,3,1,3,5,5,3,4,5, ,2,5,3,5,3,5,3,5,4,5,4,4,5
3,7,2,400,4,5,3,2,2022,.901,10,25,2,1,1,5,5, ,2,3,4,3,3,5,3,1,2,3,1,3,4,2, ,2,2,2,4,3,4,1,4,3,3,4,3,3
2,6,2,500,4,6,1,3,2022,1.7,3,2,1,0,0,5,5, ,3,4,4,4,3,5,2,4,4,3,2,3,4,4, ,2,2,3,3,3,4,3,3,3,3,4,4,3
3,2,2,1000,5,3,3,7,2022,1.689,9,7,3,0,0,3,2, ,1,4,2,3,3,2,3,3,4,1,3,3,1,2, ,1,3,1,1,3,3,3,3,3,1,3,3,1
3,5,2,500,1,3,1,5,2022,.904,14,10,6,0,0,5,5, ,5,5,4,4,5,5,5,5,5,5,4,2,4,4, ,5,5,4,4,5,4,5,5,4,4,3,5,4
1,7,2,400,1,4,1,3,2022,.627,61,5,2,0,0,3,4, ,3,3,4,3,3,3,3,4,2,4,2,2,3,3, ,1,3,4,4,3,3,3,4,3,3,3,3,3
1,3,2,185,1,2,1,3,2022,1.127,4,10,2,1,0,4,3, ,4,5,4,5,3,3,4,4,4,5,3,4,3,3, ,4,4,4,3,5,3,4,5,4,4,3,3,3
1,3,2,500,5,4,1,4,2022,1.386,3,10,4,0,4,3,3, ,3,2,2,2,3,3,1,4,4,3,1,3,3,3, ,2,3,4,3,4,3,1,4,2,4,3,3,3
1,5,2,250,2,2,2,4,2022,.702,1,30,5,0,0,5,5, ,5,5,4,5,5,5,5,3,5,4,5,4,4,5, ,5,4,3,4,5,5,5,5,5,4,5,5,5
2,4,2,300,1,4,1,6,2022,.886,4, ,1,0,0,5,5, ,4,5,5,5,3,5,5,3,5,5,5,2,3,5, ,3,5,5,5,5,4,3,5,4,4,5,4,5
2,4,2,300,1,4,1,6,2022,.886,11,50,20,0,0,3,3, ,3,3,3,3,3,3,3,4,3,1,3,1,3,3, ,5,3,3,3,3,3,3,3,2,2,3,2,3
4,5,2,500,7,1,5,4,2022,.541,5,5,1,2,0,3,3, ,3,3,4,3,2,3,1,3,3,3,2,3,3,3, ,3,3,2,4,2,4,1,3,2,2,2,3,3
4,4,2,400,5,5,3,5,2022,.872,3,30,2,0,0,5,5, ,5,5,5,5,3,5,3,3,5,3,3,5,5,5, ,5,5,5,3,3,5,3,5,4,5,3,3,3
3,3,2,1500,3,1,6,6,2022,1.391,4, ,1,0,0,2,3, ,3,4,3,3,5,3,3,4,5,5,3,3,3,5, ,3,3,3,3,3,3,3,3,3,5,3,3,3
3,6,2,250,4,1,1,3,2022,.801,31,5,1,0,0,2,2, ,1,1,3,3,3,4,2,3,3,4,2,3,3,3, ,1,3,2,2,3,3,1,3,1,3,1,3,1
1,7,2,128,4,8,1,3,2022,.916,8,12,1,0,0,5,4, ,3,4,4,4,4,4,4,4,3,3,4,4,3,4, ,3,3,4,4,4,3,4,4,4,4,3,4,3
3,6,2,250,1,2,1,3,2022,.601,3,20,2,0,0,4,1, ,4,5,4,4,4,4,1,5,5,2,2,5,5,4, ,5,4,5,2,4,5,3,4,4,4,2,4,1
3,6,2,250,1,2,1,3,2022,.601,61,70,8,0,0,3,1, ,4,5,2,4,1,2,1,5,4,1,5,5,3,3, ,2,3,5,1,4,3,3,5,5,5,1,1,1
4,6,2,350,4,6,1,4,2022,1.037,16,20,5,0,0,5,4, ,5,5,5,5,3,5,5,4,4,3,3,4,5,5, ,4,4,3,5,3,3,4,4,5,3,3,3,4
3,4,2,500,1,4,2,4,2022,.864,10,20,6,0,0,5,4, ,4,5,3,2,3,4,5,3,2,5,2,2,4,4, ,1,3,4,4,5,2,2,5,4,5,3,3,4
1,4,2,800,1,5,4,12,2022,1.059,8,5,1,0,1,2,3, ,5,4,5,5,3,5,5,5,2,5,1,4,4,4, ,1,3,4,5,5,3,4,4,4,4,3,4,3
2,5,2,300,1,1,1,4,2022,.856,4,10,1,1,0,5,5, ,5,3,3,5,3,3,5,5,5,5,5,5,5,5, ,5,3,5,5,5,5,5,5,5,5,5,5,5
2,5,2,300,1,1,1,4,2022,.856,31,50,1,1,0,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5
2,6,2,400,6,2,1,1,2022,.796,61,95,2,0,0,3,4, ,3,4,3,2,3,3,1,5,3,3,5,4,3,3, ,1,4,3,3,4,3,1,3,3,3,3,2,2
4,5,2,500,1,4,1,3,2022,.499,43,20,4,0,1,4,4, ,5,5,5,4,4,5,5,5,5,4,4,4,4,5, ,4,4,1,3,4,2,5,3,4,1,3,4,3
3,5,2,300,1,1,1,3,2022,1.083,61,20,7,0,0,5,4, ,2,5,4,3,5,4,5,3,2,5,5,3,3,5, ,2,3,4,4,5,4,2,5,3,2,4,3,4
3,4,2,350,1,2,3,3,2022,.627,15,20,3,0,0,5,5, ,5,5,4,5,5,5,5,5,5,1,1,1,3,5, ,5,5,1,5,5,1,5,1,5,2,3,5,5
1,6,2,900,6,1,1,4,2022,.797,3,30,1,6,0,3,1, ,1,1,4,2,2,1,3,2,3,4,1,5,5,1, ,4,2,2,5,2,5,1,3,2,1,3,5,1
3,7,2,100,7,1,1,2,2022,.888,61,75,100,0,0,4,5, ,3,3,3,3,3,4,2,4,3,3,3,4,3,4, ,4,4,3,3,3,3,2,3,3,3,4,4,2
3,3,2,500,1,4,2,6,2022,1.349,4,25,4,4,4,4,3, ,5,3,3,4,2,3,2,3,4,4,4,3,3,4, ,4,4,4,2,4,4,2,2,4,4,3,2,4
2,6,2,400,1,2,2,9,2022,.856,11, ,2,1,1,3,1, ,5,3,3,5,3,3,3,3,3,3,3,3,2,3, ,4,3,4,3,3,5,3,3,5,3,4,3,4
2,6,2,400,1,2,2,9,2022,.856,12,5,1,0,0,5,5, ,5,5,5,5,5,5,5,5,5,3,5,4,2,5, ,4,5,5,3,3,5,4,4,5,3,4,5,4
4,4,2,600,5,2,3,2,2022,.469,61,20,6,0,0,5,5, ,2,3,5,3,2,3,1,3,2,2,3,5,3,3, ,3,3,3,2,3,3,1,2,3,2,3,2,3
3,6,2,225,4,1,1,3,2022,1.279,61,70,20,0,0,5,4, ,1,3,3,1,2,4,2,4,2,3,2,5,4,3, ,2,3,2,4,1,3,2,3,2,3,3,3,2
4,3,2,200,1,2,2,3,2022,.568,4,25,1,0,0,5,5, ,2,4,3,5,3,3,2,3,3,5,3,3,3,4, ,3,3,3,4,4,2,2,3,4,3,3,3,3
2,2,2,400,3,2,2,3,2022,1.061,61,90,100,0,0,5,3, ,4,5,4,4,3,4,2,5,4,4,5,3,2,5, ,1,2,5,5,4,3,3,5,3,3,3,3,3
3,3,2,240,1,3,2,5,2022,1.011,3, ,2,0,2,5,3, ,1,3,3,3,3,3,1,3,3,3,3,3,3,3, ,3,3,5,3,5,3,3,3,3,5,3,3,3
3,6,2,1000,1,6,1,3,2022,2.903,61,75,6,0,0,5,5, ,3,5,4,2,3,5,2,5,2,5,4,5,4,4, ,2,2,4,5,5,3,1,4,4,5,3,3,3
1,4,2,800,5,4,3,3,2022,.742,1,1,1,0,0,3,3, ,2,3,3,4,3,5,3,4,3,3,2,3,5,3, ,3,3,2,3,3,3,3,3,2,2,3,3,3
1,4,2,800,5,4,3,3,2022,.742,3,59,4,0,0,5,3, ,4,3,3,5,3,5,3,4,3,3,2,3,5,3, ,3,3,5,3,4,5,2,5,2,5,3,3,3
4,3,2,600,5,2,1,6,2022,.568,43,15,20,0,0,2,3, ,3,3,2,4,3,4,4,3,4,3,2,3,2,2, ,2,3,2,3,3,3,4,2,3,3,2,2,3
4,5,2,400,1,4,1,3,2022,.316,3,25,2,0,0,3,2, ,4,3,3,3,3,4,3,4,4,3,3,2,2,2, ,4,3,3,2,3,2,2,3,4,2,3,3,2
2,3,2,700,5,1,3,3,2022,1.711,61, ,2,0,0,3,5, ,3,5,5,5,1,2,2,5,5,5,5,5,5,5, ,5,5,4,2,5,5,1,4,4,4,5,3,5
2,6,2,400,4,4,1,4,2022,.877,4,10,1,1,0,3,1, ,1,4,1,5,3,3,1,1,3,5,1,2,2,3, ,1,1,3,1,1,1,1,3,1,1,1,1,1
2,6,2,400,4,4,1,4,2022,.877,11,10,2,0,0,2,3, ,1,3,1,5,3,5,1,3,3,2,1,2,2,3, ,1,1,2,1,3,1,1,3,1,3,3,3,1
3,6,2,400,4,2,1,6,2022,.78,3,10,2,0,0,5,4, ,5,4,4,5,5,4,2,4,5,2,2,2,4,5, ,3,4,5,3,3,4,2,5,4,4,3,4,5
3,6,2,400,4,2,1,6,2022,.78,15,10,1,0,0,5,5, ,3,4,3,4,4,5,4,2,3,3,5,2,3,3, ,3,4,3,3,3,4,4,4,4,3,3,4,4
4,4,2,600,5,4,3,5,2022,.471,16,5,2,0,0,4,3, ,4,3,3,1,3,3,4,3,2,2,1,5,5,4, ,3,4,1,3,4,3,4,3,3,4,3,4,3
4,4,2,600,5,4,3,5,2022,.471,43,1,1,0,0,3,3, ,4,2,3,5,3,3,4,5,3,2,1,4,3,2, ,3,3,1,3,4,2,4,3,3,3,3,4,3
4,3,2,250,1,4,1,6,2022,.53,43,5,2,0,0,3,3, ,3,5,4,2,3,5,1,5,4,3,2,3,3,3, ,2,3,1,4,1,3,2,3,3,3,3,3,2
4,2,2,500,2,2,3,6,2022,.84,5, ,2,0,0,3,3, ,2,2,3,4,3,3,2,2,3,3,2,5,2,2, ,3,3,1,2,2,2,2,2,2,2,4,3,3
2,5,2,450,1,2,1,2,2022,.85,61,75,2,0,4,5,5, ,3,5,5,5,5,5,5,5,5,5,5,5,5,5, ,2,4,5,5,5,5,5,5,5,5,5,5,5
3,7,2,150,6,1,1,3,2022,.888,31,75,1,2,0,5,5, ,5,5,4,5,4,5,5,5,1,5,5,5,4,5, ,5,5,4,3,5,3,5,4,4,5,3,3,3
3,7,2,150,6,1,1,3,2022,.888,61,20,1,1,0,5,5, ,2,5,4,4,3,5,5,4,1,5,5,5,4,5, ,4,5,5,3,5,3,5,4,4,5,3,3,3
3,7,2,700,2,5,1,6,2022,1.438,2,30,3,0,0,5,5, ,5,5,5,4,4,5,4,5,5,5,5,2,5,4, ,2,5,3,4,4,3,4,5,4,4,3,5,4
4,4,2,600,5,5,3,3,2022,.884,10,85,2,0,0,5,3, ,4,4,4,4,4,5,5,5,5,5,2,2,5,4, ,2,2,3,1,4,2,3,4,4,4,3,3,2
4,4,2,600,5,5,3,3,2022,.884,61,5,1,0,0,3,3, ,4,4,2,1,3,3,1,5,3,5,2,2,4,4, ,2,2,4,1,4,2,3,4,3,3,3,2,2
3,2,2,700,3,3,2,7,2022,1.483,15,28,7,0,0,5,5, ,3,3,5,5,5,5,1,5,5,4,5,1,4,5, ,3,5,1,5,5,3,2,3,4,1,3,5,4
3,2,2,200,3,8,2,6,2022,2.587,10,5,1,0,0,4,4, ,2,5,5,3,4,5,2,2,3,1,5,4,4,5, ,2,2,4,2,4,2,1,5,3,2,2,2,5
4,8,2,250,4,2,1,1,2022,.549,61,80,2,1,0,4,5, ,3,4,5,2,1,4,1,4,5,3,4,4,3,4, ,3,3,5,3,2,1,3,4,3,3,3,3,1
2,7,2,400,4,4,1,3,2022,.864,61,50,7,0,4,4,3, ,2,4,2,3,5,4,2,4,2,4,2,1,4,3, ,1,2,4,5,3,3,1,4,3,2,3,2,3
1,7,2,450,4,2,1,3,2022,.642,8,10,1,0,0,5,5, ,5,4,5,4,5,5,5,5,4,5,4,5,4,4, ,3,3,4,5,4,5,5,5,4,5,5,5,5
3,6,2,400,1,2,2,3,2022,.621,61,10,2,0,0,3,3, ,2,3,3,1,1,3,2,4,1,3,4,5,3,1, ,3,3,3,3,5,3,3,5,2,3,3,3,3
4,4,2,150,1,2,1,6,2022,.497,13, ,1,0,0,3,3, ,3,3,2,1,4,3,2,3,2,3,2,5,1,3, ,3,3,5,3,5,2,3,3,3,3,3,3,2
4,5,2,400,1,2,1,3,2022,.406,10,40,1,0,0,5,5, ,3,5,5,4,5,5,5,3,3,5,1,1,5,5, ,1,5,5,5,5,3,1,5,3,5,5,5,5
4,5,2,400,1,2,1,3,2022,.406,61,50,4,0,0,5,3, ,1,1,1,1,1,1,1,5,1,5,1,5,3,3, ,1,3,5,3,5,3,1,5,1,5,3,2,3
2,6,2,600,1,3,1,5,2022,.801,31,5,2,0,0,4,5, ,3,4,4,3,3,4,4,4,3,3,2,4,4,3, ,4,3,3,3,4,3,4,4,4,4,3,3,3
4,4,2,280,1,3,1,3,2022,.526,61,10,2,0,0,4,4, ,3,5,4,4,3,3,2,2,2,3,3,3,2,3, ,1,3,2,3,4,3,2,5,4,4,3,4,2
2,4,2,600,6,3,1,3,2022,.808,4, ,1,0,4,5,5, ,4,5,5,5,5,5,5,2,5,5,5,3,5,5, ,3,3,5,4,5,4,3,5,5,5,5,5,5
2,4,2,600,6,3,1,3,2022,.808,61,100,1,0,4,4,4, ,4,5,4,4,2,2,4,2,2,5,3,5,4,4, ,4,3,5,3,5,4,3,5,4,5,2,4,5
2,3,2,250,5,3,3,7,2022,1.2,11,40,5,0,0,3,3, ,3,2,3,3,3,3,4,3,3,3,3,3,3,3, ,3,3,3,3,3,3,3,2,3,3,3,3,3
2,3,2,800,7,1,3,3,2022,1.718,61,50,5,0,0,4,3, ,3,5,4,4,3,5,4,5,1,5,5,5,5,5, ,2,3,3,4,5,4,5,4,4,3,3,2,5
4,5,2,600,6,3,2,6,2022,.288,2, ,2,0,0,4,4, ,2,4,4,2,4,4,2,5,4,3,4,2,2,5, ,2,3,2,4,3,4,3,3,4,3,3,1,3
3,4,2,600,6,1,4,4,2022,1.042,15,70,100,0,0,5,5, ,1,1,1,4,3,5,3,5,4,2,5,5,3,2, ,4,3,1,3,3,3,4,4,2,2,3,3,2
4,6,2,400,2,3,1,9,2022,.323,16,30,4,0,0,5,5, ,5,5,5,5,3,5,5,5,5,3,2,4,5,4, ,3,3,2,3,3,5,4,3,4,4,4,3,2
4,4,2,400,1,4,2,3,2022,.611,43,85,1,0,0,5,5, ,5,4,5,4,4,4,5,5,4,4,5,4,4,3, ,1,2,2,3,3,3,5,5,5,4,3,4,3
3,3,2,200,6,1,1,2,2022,1.201,61,50,4,0,0,5,5, ,5,5,5,5,5,5,3,5,5,5,5,3,4,5, ,3,5,5,5,5,3,3,5,5,5,5,5,5
3,5,2,1000,1,6,1,5,2022,2.202,3,2,1,0,0,5,3, ,4,3,3,5,2,5,2,4,5,2,3,4,4,3, ,3,3,5,3,4,4,3,5,5,5,3,3,3
2,6,2,1000,1,5,2,4,2022,1.396,3,5,1,0,0,5,5, ,1,3,3,4,3,4,1,5,5,3,4,1,4,3, ,3,4,5,3,5,3,1,4,5,4,4,4,5
3,7,2,125,4,3,1,4,2022,.747,14,5,1,0,0,3,4, ,4,4,4,4,4,4,3,4,4,3,3,3,3,4, ,4,4,3,4,3,4,4,4,3,4,4,3,3
2,8,2,150,4,2,1,2,2022,1.604,61,70,2,0,0,2,2, ,1,4,3,5,3,5,1,3,4,3,5,4,1,4, ,3,2,5,4,1,4,1,4,1,4,3,4,3
4,7,2,300,4,1,1,3,2022,.56,13,25,2,0,0,5,5, ,1,3,3,1,2,4,2,5,2,3,3,2,3,3, ,3,2,4,3,2,3,1,3,4,3,3,3,3
3,6,2,200,6,1,1,3,2022,.955,5,35,1,1,0,3,3, ,4,3,4,3,3,3,4,4,3,5,3,4,3,3, ,3,4,4,5,4,3,3,5,3,4,4,4,4
3,6,2,400,4,1,1,1,2022,.801,61,100,2,0,0,5,5, ,5,5,5,5,5,5,3,5,5,4,5,2,3,5, ,3,5,5,5,5,3,5,5,5,5,5,3,5
1,6,2,200,6,1,1,4,2022,1.039,7,10,2,0,0,4,4, ,3,3,4,4,4,4,4,4,3,3,2,3,3,4, ,5,4,3,2,4,3,4,4,4,3,3,4,3
4,7,2,600,4,3,1,4,2022,.261,4,10,1,2,0,5,4, ,3,4,4,3,3,3,4,2,1,4,4,3,5,5, ,3,3,4,5,3,3,4,3,4,3,3,3,3
4,5,2,600,1,3,3,4,2022,.451,4,5,4,1,0,5,3, ,3,3,3,3,3,3,3,5,5,5,1,3,4,4, ,2,1,3,5,3,3,2,3,4,3,3,3,3
4,8,2,500,4,2,1,5,2022,.423,16,25,2,0,0,5,5, ,5,5,5,4,4,5,4,5,5,3,4,5,5,5, ,5,5,5,3,5,3,5,5,5,5,5,4,5
4,8,2,500,4,2,1,5,2022,.423,43,10,2,0,0,5,5, ,4,5,5,3,3,5,4,5,5,3,5,5,5,5, ,4,5,4,3,5,3,5,5,5,5,5,4,5
1,3,2,700,5,3,6,9,2022,1.143,8,12,8,4,0,4,4, ,4,4,4,4,3,4,3,4,4,3,2,2,4,4, ,4,3,3,4,4,4,3,3,4,4,3,3,3
1,5,2,600,1,4,1,7,2022,.877,8,5,2,0,0,5,3, ,5,4,3,5,5,5,2,5,5,5,2,2,3,3, ,3,3,5,3,2,3,3,3,3,5,3,3,3
2,5,2,600,1,5,3,7,2022,1.552,12,1,1,0,0,3,4, ,3,4,4,4,3,4,3,5,4,5,3,3,4,3, ,3,3,2,5,4,2,3,4,3,1,4,3,3
1,5,2,500,1,8,1,4,2022,.797,1,1,1,0,0,3,3, ,3,4,3,2,3,2,3,5,3,3,3,3,2,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3
3,5,2,400,1,2,1,7,2022,.805,15,10,1,0,0,3,3, ,3,3,3,3,3,3,3,3,3,3,1,3,2,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3
3,5,2,425,1,2,2,4,2022,.74,15,40,4,0,0,5,4, ,4,4,4,4,4,5,3,5,5,3,5,2,3,3, ,1,4,3,2,5,2,4,5,4,4,3,3,4
